#;Time;Function;Direction;Status;Data;Data (chars);Data length;Req. length;Port;Comments
78576;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;f4 32 c2 d2 2b c2 d7 2e 3d 31 2b 89 d2 8c 7f 0c 99 0a 35 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 ea 15 26 90 0c 3a eb 14 20 90 0d 3b 96 10 3f 90 0d 3a 91 0c 35 96 10 3e ec 72 6f e9 02 01 ea 7d 00 ef 7a 1a c0 29 39 c3 28 39 f8 1f 35 fe 19 33 f2 1c 31 f2 1c 31 f2 1c 31 f2 1c 31 f2 1c 31 f2 1c 31 f2 1c 31 95 0f 0d 51 bd 77 0e c9 e3 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0a c5 fc 0d cf e1 06 d6 eb 07 d1 ea 04 d5 e9 05 d7 e8 07 d1 ea 07 d6 eb 1d f8 9e a7 6f 68 9c 07 07 ea 04 1f e8 0a 1c e8 0a 1f e8 0a 1f e8 0a 1f e8 0a 1f e8 0a 1f e9 0a 1c fd 1e 36 c2 2b 3b c2 2b 3b ;"ô2ÂÒ+Â×.=1+‰ÒŒ.™.5ê.&ê.&ê.&ê.&ê.&ê.&ê.&ê.&ê.&ê.&ê.&ê.&.:ë. .;–.?.:‘.5–.>ìroé..ê}.ïz.À)9Ã(9ø.5þ.3ò.1ò.1ò.1ò.1ò.1ò.1ò.1•..Q½w.Éã.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Åü.Ïá.Öë.Ñê.Õé.×è.Ñê.Öë.øž§ohœ..ê..è..è..è..è..è..è..é..ý.6Â+;Â+;";238;;COM7;
78583;13:53:30;IRP_MJ_WRITE;DOWN;;55 aa 5a f3 00 ;UªZó.;5;5;COM7;
78584;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f3 00 ;UªZó.;5;;COM7;
78585;13:53:30;IRP_MJ_WRITE;DOWN;;b0 39 33 59 d3 d8 bd c8 4e 1d 33 5c d6 27 5e c8 05 1d 94 e4 0d 6a 75 2f 8f ca c7 98 04 2c 7c 1f ba dc e4 ad 12 0f 49 09 99 e9 f2 8e 27 19 6a 3c 8f ca c7 98 04 2c 7c 1f ba dc e4 ad 68 16 55 08 98 ef 88 96 3a 65 6f 25 f5 d2 db e3 1d 3f 00 1a a2 da 83 e4 11 18 6e 09 f1 cf f7 e1 1b 33 56 23 a6 f7 d8 8a 0e 3f 68 13 af c4 ed ba 0a 06 5e 11 90 fe ea 87 30 01 63 2b 97 c3 d0 80 0d 3b 03 05 91 67 4c fc f6 d3 8c e9 49 33 12 5e fd f9 ba e6 6f 1a 1d 78 d4 f6 9c cf 60 3c 34 77 f2 df 93 e9 49 33 12 5e fd f9 ba e6 6f 1a 1d 78 d4 f6 9c cf 60 3c 34 77 f5 d5 8e e5 5a 24 1f 4a eb f7 aa f3 60 08 09 75 c0 e0 91 dc 77 2b 09 15 5f 75 07 7f 8b c8 f2 9f 1e 1b 75 06 8d d5 fe 9a 1b 15 7e 00 83 de fb 94 10 10 70 0a 86 d3 e5 85 37 31 54 21 a7 f4 da ;"°93YÓØ½ÈN.3\Ö'^È..”ä.ju/ÊÇ˜.,|.ºÜä­..I.™éòŽ'.j<ÊÇ˜.,|.ºÜä­h.U.˜ïˆ–:eo%õÒÛã.?..¢Úƒä..n.ñÏ÷á.3V#¦÷ØŠ.?h.¯Äíº..^.þê‡0.c+—ÃÐ€.;..‘gLüöÓŒéI3.^ýùºæo..xÔöœÏ`<4wòß“éI3.^ýùºæo..xÔöœÏ`<4wõÕŽåZ$.Jë÷ªó`..uÀà‘Üw+.._u.‹ÈòŸ..u.Õþš..~.ƒÞû”..p.†Óå…71T!§ôÚ";243;243;COM7;
78586;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;b0 39 33 59 d3 d8 bd c8 4e 1d 33 5c d6 27 5e c8 05 1d 94 e4 0d 6a 75 2f 8f ca c7 98 04 2c 7c 1f ba dc e4 ad 12 0f 49 09 99 e9 f2 8e 27 19 6a 3c 8f ca c7 98 04 2c 7c 1f ba dc e4 ad 68 16 55 08 98 ef 88 96 3a 65 6f 25 f5 d2 db e3 1d 3f 00 1a a2 da 83 e4 11 18 6e 09 f1 cf f7 e1 1b 33 56 23 a6 f7 d8 8a 0e 3f 68 13 af c4 ed ba 0a 06 5e 11 90 fe ea 87 30 01 63 2b 97 c3 d0 80 0d 3b 03 05 91 67 4c fc f6 d3 8c e9 49 33 12 5e fd f9 ba e6 6f 1a 1d 78 d4 f6 9c cf 60 3c 34 77 f2 df 93 e9 49 33 12 5e fd f9 ba e6 6f 1a 1d 78 d4 f6 9c cf 60 3c 34 77 f5 d5 8e e5 5a 24 1f 4a eb f7 aa f3 60 08 09 75 c0 e0 91 dc 77 2b 09 15 5f 75 07 7f 8b c8 f2 9f 1e 1b 75 06 8d d5 fe 9a 1b 15 7e 00 83 de fb 94 10 10 70 0a 86 d3 e5 85 37 31 54 21 a7 f4 da ;"°93YÓØ½ÈN.3\Ö'^È..”ä.ju/ÊÇ˜.,|.ºÜä­..I.™éòŽ'.j<ÊÇ˜.,|.ºÜä­h.U.˜ïˆ–:eo%õÒÛã.?..¢Úƒä..n.ñÏ÷á.3V#¦÷ØŠ.?h.¯Äíº..^.þê‡0.c+—ÃÐ€.;..‘gLüöÓŒéI3.^ýùºæo..xÔöœÏ`<4wòß“éI3.^ýùºæo..xÔöœÏ`<4wõÕŽåZ$.Jë÷ªó`..uÀà‘Üw+.._u.‹ÈòŸ..u.Õþš..~.ƒÞû”..p.†Óå…71T!§ôÚ";243;;COM7;
78589;13:53:30;IRP_MJ_WRITE;DOWN;;55 aa 5a ef 00 ;UªZï.;5;5;COM7;
78590;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a ef 00 ;UªZï.;5;;COM7;
78591;13:53:30;IRP_MJ_WRITE;DOWN;;ad 35 5c 3d 24 1f 5c 38 21 e0 bf 3d 6f 1f fb 80 fa ad 94 da e5 c8 a8 fc f3 eb 9d ea d0 de 8b c9 e5 c8 a8 fc f3 eb 9d ea d0 de 8b c9 e5 c8 a8 fc f3 eb 9d ea d0 de 8b c9 9f d1 b4 fd f2 ed e7 f2 cd a2 8e d0 9f d0 b4 87 ea f8 e1 ef c8 d8 ec 80 e6 df 8f fc 9b cd 98 85 ec f4 b7 d6 cc f5 b7 ee f9 f8 89 e6 c5 c6 82 de fd c1 bf e4 fa fc 85 e3 c7 c6 82 de fd c1 bf e4 fa fc e2 f0 fb 65 23 98 01 14 6d 1c 23 31 7d 3a 0a 3e 5b 13 05 18 72 1c 23 31 7d 3a 0a 3e 5b 13 05 18 72 1c 23 31 7d 3a 0a 3e 5b 13 05 18 72 1c 23 31 7d 3a 0a 3e 5b 13 02 12 6f 10 30 26 70 2e 1c 30 4b 06 0a 0a 66 11 37 27 70 29 1d 29 66 71 a8 b2 e6 8a e1 ca 9d fb e9 dc 94 f3 e7 d7 91 fe ec d2 9f f5 e9 dc 94 f0 e7 d7 91 ff ec d1 8a e1 c0 f6 b5 d4 cd f6 b5 ;­5\=$.\8!à¿=o.û€ú­”ÚåÈ¨üóëêÐÞ‹ÉåÈ¨üóëêÐÞ‹ÉåÈ¨üóëêÐÞ‹ÉŸÑ´ýòíçòÍ¢ŽÐŸÐ´‡êøáïÈØì€æßü›Í˜…ìô·ÖÌõ·îùø‰æÅÆ‚ÞýÁ¿äúü…ãÇÆ‚ÞýÁ¿äúüâðûe#˜..m.#1}:.>[...r.#1}:.>[...r.#1}:.>[...r.#1}:.>[...o.0&p..0K...f.7'p).)fq¨²æŠáÊûéÜ”óç×‘þìÒŸõéÜ”ðç×‘ÿìÑŠáÀöµÔÍöµ;239;239;COM7;
78592;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;ad 35 5c 3d 24 1f 5c 38 21 e0 bf 3d 6f 1f fb 80 fa ad 94 da e5 c8 a8 fc f3 eb 9d ea d0 de 8b c9 e5 c8 a8 fc f3 eb 9d ea d0 de 8b c9 e5 c8 a8 fc f3 eb 9d ea d0 de 8b c9 9f d1 b4 fd f2 ed e7 f2 cd a2 8e d0 9f d0 b4 87 ea f8 e1 ef c8 d8 ec 80 e6 df 8f fc 9b cd 98 85 ec f4 b7 d6 cc f5 b7 ee f9 f8 89 e6 c5 c6 82 de fd c1 bf e4 fa fc 85 e3 c7 c6 82 de fd c1 bf e4 fa fc e2 f0 fb 65 23 98 01 14 6d 1c 23 31 7d 3a 0a 3e 5b 13 05 18 72 1c 23 31 7d 3a 0a 3e 5b 13 05 18 72 1c 23 31 7d 3a 0a 3e 5b 13 05 18 72 1c 23 31 7d 3a 0a 3e 5b 13 02 12 6f 10 30 26 70 2e 1c 30 4b 06 0a 0a 66 11 37 27 70 29 1d 29 66 71 a8 b2 e6 8a e1 ca 9d fb e9 dc 94 f3 e7 d7 91 fe ec d2 9f f5 e9 dc 94 f0 e7 d7 91 ff ec d1 8a e1 c0 f6 b5 d4 cd f6 b5 ;­5\=$.\8!à¿=o.û€ú­”ÚåÈ¨üóëêÐÞ‹ÉåÈ¨üóëêÐÞ‹ÉåÈ¨üóëêÐÞ‹ÉŸÑ´ýòíçòÍ¢ŽÐŸÐ´‡êøáïÈØì€æßü›Í˜…ìô·ÖÌõ·îùø‰æÅÆ‚ÞýÁ¿äúü…ãÇÆ‚ÞýÁ¿äúüâðûe#˜..m.#1}:.>[...r.#1}:.>[...r.#1}:.>[...r.#1}:.>[...o.0&p..0K...f.7'p).)fq¨²æŠáÊûéÜ”óç×‘þìÒŸõéÜ”ðç×‘ÿìÑŠáÀöµÔÍöµ;239;;COM7;
78597;13:53:30;IRP_MJ_WRITE;DOWN;;55 aa 5a ee 00 ;UªZî.;5;5;COM7;
78598;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a ee 00 ;UªZî.;5;;COM7;
78599;13:53:30;IRP_MJ_WRITE;DOWN;;ab 32 c2 49 7a c2 4c 7f 3d aa 7a 89 49 dd 7f 97 c8 0a ae bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd c1 0c a1 ba 14 bb c1 0d a0 c7 10 a4 c1 0d a1 c0 0c ae c7 10 a5 bd 72 f4 b8 02 9a bb 7d 9b be 7a 81 91 29 a2 92 28 a2 a9 1f ae af 19 a8 a3 1c aa a3 1c aa a3 1c aa a3 1c aa a3 1c aa a3 1c aa a3 1c aa c4 0f 96 00 bd ec 5f c9 78 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5c cf 7a 57 d6 70 56 d1 71 55 d5 72 54 d7 73 56 d1 71 56 d6 70 4c f8 05 f6 6f f3 cd 07 9c bb 04 84 b9 0a 87 b9 0a 84 b9 0a 84 b9 0a 84 b9 0a 84 b9 0a 84 b8 0a 87 ac 1e ad 93 2b a0 93 2b a0 ;«2ÂIzÂL=ªz‰IÝ—È.®».½».½».½».½».½».½».½».½».½».½».½».½Á.¡º.»Á. Ç.¤Á.¡À.®Ç.¥½rô¸.š»}›¾z‘)¢’(¢©.®¯.¨£.ª£.ª£.ª£.ª£.ª£.ª£.ªÄ.–.½ì_Éx[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg\ÏzWÖpVÑqUÕrT×sVÑqVÖpLø.öoóÍ.œ».„¹.‡¹.„¹.„¹.„¹.„¹.„¸.‡¬.­“+ “+ ;238;238;COM7;
78600;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;ab 32 c2 49 7a c2 4c 7f 3d aa 7a 89 49 dd 7f 97 c8 0a ae bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd bb 15 bd c1 0c a1 ba 14 bb c1 0d a0 c7 10 a4 c1 0d a1 c0 0c ae c7 10 a5 bd 72 f4 b8 02 9a bb 7d 9b be 7a 81 91 29 a2 92 28 a2 a9 1f ae af 19 a8 a3 1c aa a3 1c aa a3 1c aa a3 1c aa a3 1c aa a3 1c aa a3 1c aa c4 0f 96 00 bd ec 5f c9 78 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5b c5 67 5c cf 7a 57 d6 70 56 d1 71 55 d5 72 54 d7 73 56 d1 71 56 d6 70 4c f8 05 f6 6f f3 cd 07 9c bb 04 84 b9 0a 87 b9 0a 84 b9 0a 84 b9 0a 84 b9 0a 84 b9 0a 84 b8 0a 87 ac 1e ad 93 2b a0 93 2b a0 ;«2ÂIzÂL=ªz‰IÝ—È.®».½».½».½».½».½».½».½».½».½».½».½».½Á.¡º.»Á. Ç.¤Á.¡À.®Ç.¥½rô¸.š»}›¾z‘)¢’(¢©.®¯.¨£.ª£.ª£.ª£.ª£.ª£.ª£.ªÄ.–.½ì_Éx[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg[Åg\ÏzWÖpVÑqUÕrT×sVÑqVÖpLø.öoóÍ.œ».„¹.‡¹.„¹.„¹.„¹.„¹.„¸.‡¬.­“+ “+ ;238;;COM7;
78607;13:53:30;IRP_MJ_WRITE;DOWN;;55 aa 5a f5 00 ;UªZõ.;5;5;COM7;
78608;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f5 00 ;UªZõ.;5;;COM7;
78609;13:53:30;IRP_MJ_WRITE;DOWN;;4c 3b 0b 78 65 3b 23 2c c9 6a 08 6a 0b 7d 60 c4 c0 2c 82 6a af d7 d5 ca ad dc e2 fb 3d ab df 9e ca af 91 fa f4 d8 08 bd fc ab dc 8c a4 ec d7 ed 1e 9e c9 bd ff b9 b2 cf e2 fb 3d ab df 9e b0 b7 8d fb f5 de 72 a5 e1 d7 d9 95 de f4 cb 96 07 8d b5 b8 e7 bf d5 86 e1 ec 1a ab b7 b8 cf c0 ad d0 c8 c7 21 80 e3 b9 d6 9f b0 e0 c2 f5 17 89 d1 b4 e8 a1 bb d8 fa f2 2a b3 d6 89 d2 a6 86 e2 fd cf 77 a7 d7 10 74 dd 40 30 12 0d ce 44 29 6d 25 59 62 15 02 2b e7 4b 0f 44 2a 7f 4b 1a 24 02 e8 6d 26 4b 0c 56 44 3c 0d 0d ce 44 29 6d 25 59 62 15 02 2b e7 4b 0f 44 2d 75 56 16 37 15 e5 79 30 45 1c 43 4b 2e 19 00 da 52 24 7e 32 4e 5f 77 af 81 73 dd cd bf ca be a8 f8 eb e2 0a a2 c5 a9 c3 b5 a6 f3 ee ef 01 a7 cb a2 c6 ba ad f5 f5 f0 2d 83 e1 83 e2 91 8c ;"L;.xe;#,Éj.j.}`ÄÀ,‚j¯×ÕÊ­Üâû=«ßžÊ¯‘úôØ.½ü«ÜŒ¤ì×í.žÉ½ÿ¹²Ïâû=«ßž°·ûõÞr¥á×Ù•ÞôË–.µ¸ç¿Õ†áì.«·¸ÏÀ­ÐÈÇ!€ã¹ÖŸ°àÂõ.‰Ñ´è¡»Øúò*³Ö‰Ò¦†âýÏw§×.tÝ@0..ÎD)m%Yb..+çK.D*K.$.èm&K.VD<..ÎD)m%Yb..+çK.D-uV.7.åy0E.CK...ÚR$~2N_w¯sÝÍ¿Ê¾¨øëâ.¢Å©Ãµ¦óîï.§Ë¢Æº­õõð-ƒáƒâ‘Œ";245;245;COM7;
78610;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;4c 3b 0b 78 65 3b 23 2c c9 6a 08 6a 0b 7d 60 c4 c0 2c 82 6a af d7 d5 ca ad dc e2 fb 3d ab df 9e ca af 91 fa f4 d8 08 bd fc ab dc 8c a4 ec d7 ed 1e 9e c9 bd ff b9 b2 cf e2 fb 3d ab df 9e b0 b7 8d fb f5 de 72 a5 e1 d7 d9 95 de f4 cb 96 07 8d b5 b8 e7 bf d5 86 e1 ec 1a ab b7 b8 cf c0 ad d0 c8 c7 21 80 e3 b9 d6 9f b0 e0 c2 f5 17 89 d1 b4 e8 a1 bb d8 fa f2 2a b3 d6 89 d2 a6 86 e2 fd cf 77 a7 d7 10 74 dd 40 30 12 0d ce 44 29 6d 25 59 62 15 02 2b e7 4b 0f 44 2a 7f 4b 1a 24 02 e8 6d 26 4b 0c 56 44 3c 0d 0d ce 44 29 6d 25 59 62 15 02 2b e7 4b 0f 44 2d 75 56 16 37 15 e5 79 30 45 1c 43 4b 2e 19 00 da 52 24 7e 32 4e 5f 77 af 81 73 dd cd bf ca be a8 f8 eb e2 0a a2 c5 a9 c3 b5 a6 f3 ee ef 01 a7 cb a2 c6 ba ad f5 f5 f0 2d 83 e1 83 e2 91 8c ;"L;.xe;#,Éj.j.}`ÄÀ,‚j¯×ÕÊ­Üâû=«ßžÊ¯‘úôØ.½ü«ÜŒ¤ì×í.žÉ½ÿ¹²Ïâû=«ßž°·ûõÞr¥á×Ù•ÞôË–.µ¸ç¿Õ†áì.«·¸ÏÀ­ÐÈÇ!€ã¹ÖŸ°àÂõ.‰Ñ´è¡»Øúò*³Ö‰Ò¦†âýÏw§×.tÝ@0..ÎD)m%Yb..+çK.D*K.$.èm&K.VD<..ÎD)m%Yb..+çK.D-uV.7.åy0E.CK...ÚR$~2N_w¯sÝÍ¿Ê¾¨øëâ.¢Å©Ãµ¦óîï.§Ë¢Æº­õõð-ƒáƒâ‘Œ";245;;COM7;
78613;13:53:30;IRP_MJ_WRITE;DOWN;;55 aa 5a f3 00 ;UªZó.;5;5;COM7;
78614;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f3 00 ;UªZó.;5;;COM7;
78615;13:53:30;IRP_MJ_WRITE;DOWN;;c2 39 3c ce 76 e3 d8 39 b2 d1 3c cb 73 1c 3b 39 f9 d1 9b 73 a8 51 10 de 73 06 c8 0f a1 17 19 ee 46 10 eb 3a b7 34 2c f8 65 25 fd 19 82 22 0f cd 73 06 c8 0f a1 17 19 ee 46 10 eb 3a cd 2c 30 f9 64 23 87 01 9f 5e 0a d4 09 1e d4 74 b8 04 65 eb 5e 16 8c 73 b4 23 0b f8 0d 03 f8 76 be 08 33 d2 5a 3b d7 1d ab 04 0d e2 53 08 e2 2d af 3d 3b e0 6c 32 e5 10 95 3a 06 da 6b 0f df 17 a8 00 66 f4 6d ab 43 6b 53 e8 e9 18 b5 ff 1d c9 58 c2 df 17 93 d6 12 ef 71 cd f9 3e 9c f0 3b e0 57 e4 f6 18 b5 ff 1d c9 58 c2 df 17 93 d6 12 ef 71 cd f9 3e 9c f0 3b e0 50 ee eb 14 a6 e8 10 dd 4e cc cf 02 9c c4 06 e2 65 db f4 2d 8b e7 06 82 fa 4e 62 8e 77 04 fd 08 bb 20 10 f7 71 19 f1 0d be 2e 1b f1 7f 12 f4 03 b5 2b 15 fb 7a 1f ea 12 92 0a 31 d0 5b 38 d5 ;"Â9<ÎvãØ9²Ñ<Ës.;9ùÑ›s¨Q.Þs.È.¡..îF.ë:·4,øe%ý.‚"".Ís.È.¡..îF.ë:Í,0ùd#‡.Ÿ^.Ô..Ôt¸.eë^.Œs´#.ø..øv¾.3ÒZ;×.«..âS.â-¯=;àl2å.•:.Úk.ß.¨.fôm«CkSèé.µÿ.ÉXÂß.“Ö.ïqÍù>œð;àWäö.µÿ.ÉXÂß.“Ö.ïqÍù>œð;àPîë.¦è.ÝNÌÏ.œÄ.âeÛô-‹ç.‚úNbŽw.ý.» .÷q.ñ.¾..ñ.ô.µ+.ûz.ê.’.1Ð[8Õ";243;243;COM7;
78616;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;c2 39 3c ce 76 e3 d8 39 b2 d1 3c cb 73 1c 3b 39 f9 d1 9b 73 a8 51 10 de 73 06 c8 0f a1 17 19 ee 46 10 eb 3a b7 34 2c f8 65 25 fd 19 82 22 0f cd 73 06 c8 0f a1 17 19 ee 46 10 eb 3a cd 2c 30 f9 64 23 87 01 9f 5e 0a d4 09 1e d4 74 b8 04 65 eb 5e 16 8c 73 b4 23 0b f8 0d 03 f8 76 be 08 33 d2 5a 3b d7 1d ab 04 0d e2 53 08 e2 2d af 3d 3b e0 6c 32 e5 10 95 3a 06 da 6b 0f df 17 a8 00 66 f4 6d ab 43 6b 53 e8 e9 18 b5 ff 1d c9 58 c2 df 17 93 d6 12 ef 71 cd f9 3e 9c f0 3b e0 57 e4 f6 18 b5 ff 1d c9 58 c2 df 17 93 d6 12 ef 71 cd f9 3e 9c f0 3b e0 50 ee eb 14 a6 e8 10 dd 4e cc cf 02 9c c4 06 e2 65 db f4 2d 8b e7 06 82 fa 4e 62 8e 77 04 fd 08 bb 20 10 f7 71 19 f1 0d be 2e 1b f1 7f 12 f4 03 b5 2b 15 fb 7a 1f ea 12 92 0a 31 d0 5b 38 d5 ;"Â9<ÎvãØ9²Ñ<Ës.;9ùÑ›s¨Q.Þs.È.¡..îF.ë:·4,øe%ý.‚"".Ís.È.¡..îF.ë:Í,0ùd#‡.Ÿ^.Ô..Ôt¸.eë^.Œs´#.ø..øv¾.3ÒZ;×.«..âS.â-¯=;àl2å.•:.Úk.ß.¨.fôm«CkSèé.µÿ.ÉXÂß.“Ö.ïqÍù>œð;àWäö.µÿ.ÉXÂß.“Ö.ïqÍù>œð;àPîë.¦è.ÝNÌÏ.œÄ.âeÛô-‹ç.‚úNbŽw.ý.» .÷q.ñ.¾..ñ.ô.µ+.ûz.ê.’.1Ð[8Õ";243;;COM7;
78621;13:53:30;IRP_MJ_WRITE;DOWN;;55 aa 5a f0 00 ;UªZð.;5;5;COM7;
78622;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f0 00 ;UªZð.;5;;COM7;
78623;13:53:30;IRP_MJ_WRITE;DOWN;;22 34 fe 21 66 30 15 fe 24 63 cf f6 fe 6a 66 97 a8 20 93 ae d7 d4 29 d5 a7 e7 e1 3f f6 92 f1 c2 0a e0 b1 c4 d4 29 d5 a7 e7 e1 3f f6 92 f1 c2 0a e0 b1 c4 d4 29 d5 a7 e7 e1 45 ee 8e f0 c3 0c 9a a9 d9 a8 2c cc dd ff fd 44 ef 81 8d c7 12 e6 d6 8d d7 3e f2 a7 8f c7 3a 99 ae db fe 15 c9 8c db c6 23 c6 b3 eb f4 27 ff 85 e9 cb 1d f8 b8 d3 cc 20 c2 bf ee f6 27 ff 85 e9 cb 1d 9f ab ef 6f 81 84 43 3b 24 df 26 48 11 12 d0 00 61 1e 34 f9 0f 47 37 3b df 26 48 11 12 d0 00 61 1e 34 f9 0f 47 37 3b df 26 48 11 12 d0 00 61 1e 34 f9 0f 47 37 3b d8 2c 55 1d 01 c7 0d 75 08 3a e9 1a 48 25 2f d2 32 5e 1c 01 c7 17 5c 7c 99 53 9b d1 f5 c0 3f e7 ab f3 dd 30 e2 ae fd d6 36 ec a5 f8 d8 3d e9 ab f3 dd 33 e3 ae fe c3 22 c5 8f d9 fc 17 c8 8f ;"""4þ!f0.þ$cÏöþjf—¨ “®×Ô)Õ§çá?ö’ñÂ.à±ÄÔ)Õ§çá?ö’ñÂ.à±ÄÔ)Õ§çáEîŽðÃ.š©Ù¨,ÌÝÿýDïÇ.æÖ×>ò§Ç:™®Ûþ.ÉŒÛÆ#Æ³ëô'ÿ…éË.ø¸ÓÌ Â¿îö'ÿ…éË.Ÿ«ïo„C;$ß&H..Ð.a.4ù.G7;ß&H..Ð.a.4ù.G7;ß&H..Ð.a.4ù.G7;Ø,U..Ç.u.:é.H%/Ò2^..Ç.\|™S›ÑõÀ?ç«óÝ0â®ýÖ6ì¥øØ=é«óÝ3ã®þÃ""ÅÙü.È";240;240;COM7;
78624;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;22 34 fe 21 66 30 15 fe 24 63 cf f6 fe 6a 66 97 a8 20 93 ae d7 d4 29 d5 a7 e7 e1 3f f6 92 f1 c2 0a e0 b1 c4 d4 29 d5 a7 e7 e1 3f f6 92 f1 c2 0a e0 b1 c4 d4 29 d5 a7 e7 e1 45 ee 8e f0 c3 0c 9a a9 d9 a8 2c cc dd ff fd 44 ef 81 8d c7 12 e6 d6 8d d7 3e f2 a7 8f c7 3a 99 ae db fe 15 c9 8c db c6 23 c6 b3 eb f4 27 ff 85 e9 cb 1d f8 b8 d3 cc 20 c2 bf ee f6 27 ff 85 e9 cb 1d 9f ab ef 6f 81 84 43 3b 24 df 26 48 11 12 d0 00 61 1e 34 f9 0f 47 37 3b df 26 48 11 12 d0 00 61 1e 34 f9 0f 47 37 3b df 26 48 11 12 d0 00 61 1e 34 f9 0f 47 37 3b d8 2c 55 1d 01 c7 0d 75 08 3a e9 1a 48 25 2f d2 32 5e 1c 01 c7 17 5c 7c 99 53 9b d1 f5 c0 3f e7 ab f3 dd 30 e2 ae fd d6 36 ec a5 f8 d8 3d e9 ab f3 dd 33 e3 ae fe c3 22 c5 8f d9 fc 17 c8 8f ;"""4þ!f0.þ$cÏöþjf—¨ “®×Ô)Õ§çá?ö’ñÂ.à±ÄÔ)Õ§çá?ö’ñÂ.à±ÄÔ)Õ§çáEîŽðÃ.š©Ù¨,ÌÝÿýDïÇ.æÖ×>ò§Ç:™®Ûþ.ÉŒÛÆ#Æ³ëô'ÿ…éË.ø¸ÓÌ Â¿îö'ÿ…éË.Ÿ«ïo„C;$ß&H..Ð.a.4ù.G7;ß&H..Ð.a.4ù.G7;ß&H..Ð.a.4ù.G7;Ø,U..Ç.u.:é.H%/Ò2^..Ç.\|™S›ÑõÀ?ç«óÝ0â®ýÖ6ì¥øØ=é«óÝ3ã®þÃ""ÅÙü.È";240;;COM7;
78631;13:53:30;IRP_MJ_WRITE;DOWN;;55 aa 5a f1 00 ;UªZñ.;5;5;COM7;
78632;13:53:30;IRP_MJ_WRITE;UP;STATUS_SUCCESS;55 aa 5a f1 00 ;UªZñ.;5;;COM7;
